0.172 2.2056388064571104
0.207 6.412219877581282
0.236 13.35935675611311
0.259 20.866487754328617
0.277 28.19604911757581
0.294 33.94076589716795
0.306 38.07866676720837
0.323 46.89813154880689
0.341 53.405455268747374
0.37 63.66678146350818
0.405 70.64541581145866
0.428 76.4336024155637
0.463 78.87472048913985
0.475 79.39567191432951
0.51 80.51910839928055
0.551 80.59743021034588
0.615 73.36542165217011
0.661 68.99939761400165
0.696 62.840585235899105
0.743 58.887776089620175
0.807 52.5309875608569
0.848 46.163700069969714
0.982 34.25846965166194
1.104 26.2826474867954
1.232 18.69478513245104
1.378 15.090059445047295
1.541 10.766922897216748
1.716 8.547168416564121
1.949 3.6483082968056273
2.287 3.826678409440553
2.56 1.0493079341654967
3.0 -0.5853060898192939
